id,title,address,phone,district_id
1100,Средняя школа им.А.Искендерова,ул.Чоко уулу Конурбай 34,,33
1101,Средняя школа им.К.Карпекова,"с. Кара-Суу, ул. Абита д. 50",0771 41 10 33 ,33
1102,Средняя школа им.Акиш Капарова,ул. Омурбек уулу Садык 18,0707 14 40 55 ,33
1103,Средняя школа им. Жаналы уулу Абдыракман,ул. Каракозиева 63,0773 21 70 17 ,33
1104,Средняя школа им.Калкан Керималиева,ул. Алиев 20,0773 91 72 18 ,33
1105,Средняя школа им. Токтомуш Адыранова,ул. Жусупмамбет 24,0778 71 75 82 ,33
1106,Средняя школа им.Токтобай Тынымбаева,ул. Омурбек уулу Садык 18,0777 68 62 90 ,33
1107,Средняя школа им.Абийбулла Осмоналиева,ул. Шаабекова 1,0772 88 02 15 ,33
1108,Средняя школа им.Анварбек Чортекова,ул. Турдукан 13,0779 86 37 24 ,33
1109,Средняя школа им.Каске Мамбеталиева,ул.М. Омуракунов 91,21-9-60 1,33
1110,Средняя школа им.А.Керимбаева,ул. А.Иманбердиева 125 а,21 - 2 - 07 1,33
1111,Средняя школа им.Наматбек Усаналиева,ул. Аманаалы 35,0773 79 47 91 ,33
1112,Средняя школа им.Апыш Табылдиева,с. Большевик,0777 84 75 78 ,33
1113,Средняя школа им.Чыпай Асеков,ул. Мамбетказиев 23,0777 22 56 48 ,33
1114,Атбашинское районое учебное заведени,,,33
1115,Детское учебное заведение им. К.Кожоева,ул. Иманбердиева 125,,33
1116,Средняя школа им. Самудун Мурзакматова,ул. Булак 12,0700 43 49 25 ,33
1117,Средняя школа им.Апыш Койчуманова,ул. Кыдыралиев 47,0778 70 98 48 ,33
1118,Ак-Музская Средняя школа им.Боогачы,ул.Мурзабай улуу Сарыбагыш 32,0773 92 30 54 ,33
1119,Средняя школа им.Жолдубай Кайыпова,ул. ж. Кайыпов,0559 46 47 42 ,33
1120,Средняя школа Ой-Терскен,ул. Токтогонов 25,0770 68 42 59 ,33
1121,Средняя школа им.Карыбек уулу Акматалы,ул.Абыкеева 42,21-6-39 1,33
1122,Средняя школа им.Султанбек Раимбекова,с. Озгоруш,0777 35 98 49 ,33
1123,средняя школа имени Мыскал Омуркановой,с. Джумгал ул. Асанова 17 инд. №722706,996773191703,34
1124,средняя школа Лама,с. Лама. 722545,996773191703,34
1125,средняя школа имени Рысалы Солтонбекова,с.Жаны-Арык ул.Алапай у Кадыракун 43,996778897508,34
1126,средняя школа имени Айып Идинова,с.Кызарт ул Жумашалы,996778234716,34
1127,средняя школа имени Касымбек уулу Мамбеталы,с.Жаны-Арык,996777718034,34
1128,средняя школа имени Тыналы,с.Чон-Добо ул.Карагул у Отунчу №31,996773631492,34
1129,средняя школа имени Аблас Сулайманова,с.Куйручук,996773030466,34
1130,средняя школа Таш-Добо,с.Таш-Добо,996779195796,34
1131,средняя школа имени Сейдалы Медетова,с.Тугол-Сай ул К.Абакирова 10,996770153353,34
1132,средняя школа имени Акун Садырбаева,с.Эпкин ул Боргемик,9960771399972,34
1133,средняя школа имени Шатман Садыбакасова,с.Баш-Кууганды 722704,996778898384,34
1134,средняя школа имени Асылбека Молдокеева,ул.Бокчубаев 82.722703,996552221066,34
1135,средняя школа имени Отунчу Ногойбаева,с.Ак-Татыр 722530,996773470063,34
1136,школа-гимназии имени Таттыбубу Турсунбаевой,с.Чаек ул М.Алыбаева 52.722530,996770683109,34
1137,средняя школа имени Мидин Алыбаева,ул.М.Алыбаева 50 722530,996557574781,34
1138,средняя школа имени Кекилик уулу Жолдошбека,с.Беш-Терек 722530,996779402789,34
1139,средняя школа имени Калык Акыева,ул.Бейшенкулова 59.722709,996770683204,34
1140,средняя школа имени Турусбек уулу Султан,с.Кок-Ой 722707,996777744147,34
1141,средняя школа имени  Бубуаида  Кожоналиевой,с.Арал 722701,996552803272,34
1142,средняя школа Орнок имени Исак Орозалиева,с.Табылгыты 722713,996771140444,34
1143,неполная средняя школа имени Кызыл-Октябрь,с.Котур-Суу.  722714,996773607192,34
1144,средняя школа имени Жусуп Сары уулу,ул Пушкин 60,996772138461,34
1145,средняя школа имени Надежда Костантиновна Крупская,ПГТ.Мин-Куш. 722711,996773871795,34
1146,средняя школа имени Ажыке Ибраимова,ул.Крылова 6,996777110094,34
1147,Средняя общеобразовательная школа Аблес уулу Алайдар,722515 ул.К.Боталиева 11,0,35
1148,Средняя общеобразовательная школа Арзымкан Бостонов,722801 ул. Ала-Тоо 6,0,35
1149,Начальная школа  Арсы,ул.Жаштык 46,+996(555)494203 ,35
1150,Средняя общеобразовательная школа Сагымбай Орозбак уулу,722805 ул.Матай Ашым 5,+996(772)286697 ,35
1151,Средняя общеобразовательная школа Кызыл-Добо,722812 ул. Алике уулу Самсаалы,"+996(555)428218, ",35
1152,Средняя общеобразовательная школа Кокобай Мамбеталиев,722509 ул. Айтыгул 1,+996(772)149057 ,35
1153,Средняя общеобразовательная школа Чекилдек,ул.Карла Маркса  ,+996(777)742356 ,35
1154,Средняя общеобразовательная школа Убайдулла  Малтабаров,72505 ул. Сагынбек уулу Эдил,+996(777)666251 ,35
1155,Средняя общеобразовательная школа Кенешбек Мырзабеков,722711,+996(550)310659 ,35
1156,Средняя общеобразовательная школа Асыранбек Мааткеримов,722505,+996(777)197397 ,35
1157,Средняя общеобразовательная школа Ак-Чий,722505,+996(773)459897 ,35
1158,Средняя общеобразовательная школа Ш.Абдылдаев,722505,+996(773)622409 ,35
1159,Средняя общеобразовательная школа Ак-Талаа,Рыскулова Матса №36,+996(772)385341 ,35
1160,Средняя общеобразовательная школа Кок-Жар,722 503 Бейшеева №54,+996(772)257684 ,35
1161,Средняя общеобразовательная школа Оро-Башы,722514,+996(777)238976 ,35
1162,Средняя общеобразовательная школа Осмон Айбашов,722509,+996(777)541206 ,35
1163,Средняя общеобразовательная школа Сагындык Омурбаев,ул. Тынайбек 23,+996(777)099041 ,35
1164,Средняя общеобразовательная школа Ак-Жар,"722502, ул.Ак-Жар 32",+996(771)457014 ,35
1165,Средняя общеобразовательная школа Корчубек Акназаров,"722817, ул. Шакиралы 20",+996(773)809840 ,35
1166,Средняя общеобразовательная школа Усон Бейшеев,"722802, ул. Ак-Кыя 42","+996(778) 71-92-73, ",35
1167,Средняя общеобразовательная школа Ишенаалы Арабаев,"722500, ул. С.Орозбакова 120",+996(772)848988 ,35
1168,Школа-гимназия им. Нинакан Жундубаевой,"722800, ул. С.Алиева 27","+996(3535)60176, ",35
1169,Средняя общеобразовательная школа Калыгул Бай уулу,"722500, ул. С.Алиева 111",+996(543)068830 ,35
1170,Средняя общеобразовательная школа Капар Кыдыралиев,"722500, ул. Д.Чикеева 3",+996(550)141712 ,35
1171,Средняя общеобразовательная школа Сатаркул Исмаилов,722505,+996(777)197397 ,35
1172,Средняя общеобразовательная школа Ишенгазы Абылгазиев,ул. Жунушалы 34,+996(772)860800 ,35
1173,Средняя общеобразовательная школа Жунушаалы кызы Сайнап,722512,+996(772)420042 ,35
1174,Средняя общеобразовательная школа Абдразак Жалпетеков,722512,+996(777)279352 ,35
1175,Средняя общеобразовательная школа Шапак Рысмендеев,722505,+996(551)207021 ,35
1176,Средняя общеобразовательная школа Ара-Кол,722505,0,35
1177,Средняя общеобразовательная школа Сон-Кол,"722512, ул. Жээк 10",+996(773)037311 ,35
1178,Средняя общеобразовательная школа Жаны-Жол,"722500, ул. С.Орозбакова",0,35
1179,Средняя школа Сары-Булак,1222,3456767878,35
1180,Средняя школа им.Э.Токсобаева,,,36
1181,Средняя школа им.Токтосун Байтураева,,,36
1182,Средняя школа им.М.Иманалиева,,,36
1183,Средняя школа им.А.Аралбаева,,,36
1184,Средняя школа им. М.Мамбетова,,,36
1185,Средняя школа им.М.Бекмуратова,,,36
1186,Средняя школа им.Д.Мамбетова,,,36
1187,Средняя школа им. И.Осмонова,,,36
1188,Средняя школа им.А.Жутакеева,,,36
1189,Алышская средняя школа ,,,36
1190,Средняя школа им.Абирова Казаалы,,,36
1191,Средняя школа им. А.Алсеитова,,,36
1192,Средняя школа им. М.Байдоолотов,,,36
1193,Средняя школа им.Ж.Мамбетова,,,36
1194,Средняя школа им.О.Токтосунова,,,36
1195,Средняя школа Достук,,,36
1196,Средняя школа им. Омор уулу Кожоке,,,36
1197,Средняя школа им.Марата Кенжакунова,,,36
1198,Средняя школа им. А.Табалдиева ,,,36
1199,Средняя школа им. Калыгул Жусупова,,,36
1200,Средняя школа им. Жолдона Самматова,,,36
1201,Средняя школа им. Кучукова Капара,,,36
1202,Средняя школа им. Усубалиева,,,36
1203,Средняя школа им.Б.Бейшеналы,,,36
1204,Средняя школа им. Тугол уулу Усупбек,,,36
1205,Средняя школа им. Ж.Иманалиева,,,36
1206,Основная школа им. Ж.Омуралиева,,,36
1207,Средняя школа им.Т.Байсалова,,,36
1208,Средняя школа им.Актана Тыныбека,,,36
1209,Средняя школа им.Керимбай уулу Сарыбай,,,36
1210,Средняя школа им.Б.Кыязова,,,36
1211,Средняя школа им.Кылыч Рысмендиева,,,36
1212,Средняя школа им.С.Мамбетова,,,36
1213,Средняя общеобразовательная школа  №1 имени Токтогула ,"722900, ул. Ленина 92 ","+996(3522)51764, +996(772)689298, ",37
1214,Средняя общеобразовательная школа №2 имени В.П.Чкалова ,"722600, ул. Ленина 46","+996(3522)50950, +996(771)080696, ",37
1215,Средняя общеобразовательная школа №4 имени Э.Ибраева ,"722900, ул. Шералиева 275","+996(3522)51841, +996(3522)56506  ",37
1216,Средняя общеобразовательная школа №5 имени К.Жакыпова ,"722900, ул. С.Орозбакова 184","+996(3522)51676,+996(555)491836 ",37
1217,Средняя общеобразовательная школа №7 имени М.Сыдыкова ,"722900, ул. Разакова 1","+996(3522)50553 +996(3522)53087, ",37
1218,Средняя общеобразовательная школа  №8 имени А.Буйлаш уулу ,"722600, р-н Иподром","+996(3522)51737, +996(702)252535  ",37
1219,Средняя общеобразовательная школа №9 имени А.Садыкова ,"722600, ул. Ленина 291","+996(3522)54496, +996(772)694429 ",37
1220,Средняя общеобразовательная школа №10 имени Ж.Чолпонбаева ,"722900, ул. А. Молдоева 70","+996(3522)51131, 51987 ",37
1221,Нарынский лицей имени М.Субакожоева,"г.Нарын, ул.Ленина, 92",  ,37
1222,Лицей интернат им. Академика Асанова,ул.Ленина 288,5-19-90 ,37
1223,школа -гимназии №2 имени Т.Отунчиева,с.Гульча ул.Курманжан-Датки-19,"+996(773)410802, ",38
1224,Средняя общеобразовательная школа имени М.Адышева,724400 ул.Ленина-133,+996(773)463362 ,38
1225,Средняя общеобразовательная школа №  5 имени  Парманаса,715300 ул.Нарматова -14,+996(772)104474 ,38
1226,Лицей-интернат №4 имени К.у.Абдыразак,723000 ул.М.Кадырова -10,+996(557)365367 ,38
1227,школа-лицей имени № 8 Т.Сопиева, ул.Нарматов,+996(551)205051 ,38
1228,Средняя общеобразовательная  имени А.Ысманова ,уч.Курманжан-Датка,+996(556)-415 668 ,38
1229,Основная  школа имени №10 А.Мадалиева ,715302,+996(555)130878 ,38
1230,Средняя общеобразовательная школа имени № 6 Бодош  .Аданбаевой ,715316 с.Жылы-Суу,+996(557)084887 ,38
1231,Средняя общеобразовательная школа    имени  № 12  Илияза Адишева  , 715316 с.Таш-Короо,+996(550)757653 ,38
1232,Средняя общеобразовательная школа имени №7 С.Молдокулова , 715300 с.Чакмак,+996(558)100983 ,38
1233,Основная школа имени № 45 М.Маназарова , 715313 с.Корул,+996(550)703030 ,38
1234,Средняя общеобразовательная школа № 26 имени А.Бекташова  ,715313 с.Корул,+996(773)493942 ,38
1235,Средняя общеобразовательная школа № 29 имени Келдибай Тайчабарова , 715313   уч.Таш-Кыя а/о Корул Алайский район,323460175,38
1236,Средняя общеобразовательная школа  № 28 имени Ж.Орозова, 715313   уч. 1-Май,+996(702)744064 ,38
1237,Средняя общеобразовательная школа  имени Ж.Алимова,715313 с.Корул,+996(773)501545 ,38
1238,Средняя общеобразовательная школа  имени № 25  Эшкула.Мурзаева , 715307 с.Каблан-Кол,0,38
1239,Начальная  школа Кунгой , 715307 с.Кунгой ,+996(553)511451 ,38
1240,Средняя общеобразовательная школа №24  Арпа-Тектир,715301 с.Арпа-Тектир ,"+996(773)984703,+996(770)829815, ",38
1241,Средняя общеобразовательная школа имени М.Ташиева ,723004 с.Кара-Шоро,+996(773753562) ,38
1242,Средняя общеобразовательная школа имени С.Торошева, уч.Кыз-Эмчек,+996(702)976531 ,38
1243,Средняя общеобразовательная школа  имени Курманжан датка,723001,+996(772)494709 ,38
1244,Средняя общеобразовательная школа № 21 имени Сатиева  Шамши, с.Аюутаман,0,38
1245,Средняя общеобразовательная школа № 43 имени Ибрагима Умарова, 715305 с.Жаны-Алай ,996772947512,38
1246,Средняя общеобразовательная школа имени Ж.Бубаева ,715303,+996(556)610484 ,38
1247,Средняя общеобразовательная школа № 32 Кум-Шоро,723015 с.Кум-Шоро Будалык а/о,0555 7363 60 ,38
1248,Средняя общеобразовательная школа № 30 имени Ж.Кыпыева ,723015 с.Кара-Суу,+996(553)095152 ,38
1249,Начальная школа№48 Будалык,723015 с.Тамга-Терек Будалыкский а/о Алайский район.,323462602,38
1250,Средняя общеобразовательная имени С.Карыева ,село Кун-Элек,+996(559)068023 ,38
1251,Средняя общеобразовательная школа №33 имени С.Жаанбаева ,"с. Согонду, А/О Ленин  Алайский район",556561622,38
1252,Средняя общеобразовательная школа№ 34 имени А.Жээнбекова, ин.723008 с.Мурдаш а/о Ленин,559711201,38
1253,Неполная школа №47 Тоо-Ашкан,723012 с.Гагарин,778106154,38
1254,Средняя общеобразовательного школа №36 имени Бакира Нарматова,723005 с.Кичи-Булели,+996(551)580105 ,38
1255,Средняя общеобразовательная школа имени А.Арзиева , село Булели,"+996(550)003260, ",38
1256,Средняя общеобразовательная школа№38 имени Ж.Исаевой ,ин.723005 с.Кошулуш Бюлели а/о Алайский район,+996(550)196062 ,38
1257,Средняя общеобразовательная школа № 3 имени Токтогула ,с.Сопу-Коргон,323453204,38
1258,Средняя общеобразовательная школа  имени Б.Абжапарова ,723012 с.Чий-Талаа,0550 19 72 02 ,38
1259,Средняя общеобразовательная школа № 11 имени К.Султанова,ин.723012 с.Терек Алай а/о Алайский район ,+996(773)717790 ,38
1260,Неполная школа №50 Колдук ,723012,0777418858  0552265653 ,38
1261,Неполная школа №49 Таргалак ,723012,+996(0777) 882292 ,38
1262,Средняя общеобразовательная школа  №14 имени Ленина ,715305 с.Аскалы ,+996(778104270) ,38
1263,Неполная школа №51 им М.Абдыразакова, с.Жерге-Тал,+996(551)155488 ,38
1264,Средняя общеобразовательная школа имени  № 15 Т.Жумабаева, 715314 с.Кичикаракол,+996(777)352339 ,38
1265,Средняя общеобразовательная школа Кызыл-Алай,72307,0,38
1266,Средняя общеобразовательная школа имени  № 18 А.Тукеева , 715314 с.Ак-Босого,+996(703)494486 ,38
1267,Средняя общеобразовательная школа  Маданият , с.Чонкаракол,+996(557)220543 ,38
1268,Средняя общеобразовательная школа №40  имени Ы.Мону , 723010 с.Нура Сары-Таш а\о,553330282,38
1269,Средняя школа Сары-Таш,715307 с.Сары-Таш,+996(3234)41125 ,38
1270,Средняя общеобразовательная школа №41 им С.Умарходжаевой ,720013,+996(778)754560 ,38
1271,Основная  общеобразовательная школа № 44 Арча-Булак , 720013 с.Арча-Булак Талды-Суйский а/о Алайский район,0,38
1272,Средняя общеобразовательная школа  им Х.Алимсеитова,715302 с.Сары-Могол,+996(778)099210 ,38
1273,средняя  школа № 20 имени.Камал.Турганбаева,Алайский район а\о Жошолу уч. Миязды,+996(551)020934 ,38
1274,Основная  школа  № 46 имени  Аматжана  Бейшеева,Ош обл. Алай  район с. Жошолу,+996(705)241160 ,38
1275,Средняя школа №42 имени Самата Ашимова ,с. Жаны-Алай,9960773041001,38
1276,Средняя общеобразовательная школа им.А.Навои ,715320 ул.Ибн Сино 1,+996(777)896645 ,39
1471,началная школа «Бодоно» №135,715350 с.Бодоно,0,41
1277,Средняя общеобразовательная школа им.Х.Абдуллаева,715320 ул.Х.Абдуллаева 23,+996(3231)22701 ,39
1278,Средняя общеобразовательная школа им.С.Шарипова,715320 ул.Б.Айдарова № 60,+996(3231)50829 ,39
1279,Средняя общеобразовательная школа им. Манаса,715320 ул. Октябрь,+996(543)143039 ,39
1280,Неполная средняя школа им. А.Сайдахматова,715320 ул. Токтогула,+996(556)022040 ,39
1281,Начальная школа им. М.Султанова,715320 ул.Андижанская,+996(555)121171 ,39
1282,Неполная средняя школа им.Г.Нарбаева,715320 уч. Каррак,+996(3231)23149 ,39
1283,Начальная  школа «Бирлик»,715320 ул.М.Султанова 37,+996(3231)23250 ,39
1284,Средняя общеобразовательная школа им.З.М.Бабура,715320,+996(550)185000 ,39
1285,Средняя общеобразовательная школа им.И.Исаева,715320,0778-82-55-54 ,39
1286,Средняя общеобразовательная школа им.Т.Айтматова,715320,+996(773)183571 ,39
1287,Средняя общеобразовательная школа им.А.Кодирова,715320,+996(557)687198 ,39
1288,Средняя общеобразовательная школа им.Х.Анарова,715320 уч.Маданият,+996(3231)23507 ,39
1289,Неполная средняя школа  им.П.Абылкасымова,715320,+996(777)209123 ,39
1290,Средняя общеобразовательная школа им.С.Маткасымовой,715326 ул. Л.Хакимова,+996(772)309865 ,39
1291,Средняя общеобразовательная школа «Бостон»,715326ул. Кулатова,+996(550)267089 ,39
1292,Средняя общеобразовательная школа им.М.Назарова,715326,+996(770)461760 ,39
1293,Средняя общеобразовательная школа  «Кыргызстан»,715326 ул.Уйгур,+996(770)424892 ,39
1294,Средняя общеобразовательная школа им.М.Умарова,715326,+996(3132)62377 ,39
1295,Средняя общеобразовательная школа «Эрке-Кашка»,715326,+996(555)200621 ,39
1296,Гимназия им. Мухаммад Саида,715326ул. М.Умарова  ,+996(773)979479 ,39
1297, Cредняя школа им.А.Саломова,715326 ул. Ш.Абдурашидова,+996(773)460061 ,39
1298,Неполная средняя школа  им. К.Мухаммедова,715326 ул. Чертик,+996(552)112372 ,39
1299,Начальная школа им.О.Тухтабаева,715326 ул. М.Умаров ,+996(773)683534 ,39
1300,Неполная средняя школа «Гулистан»,715326,0,39
1301,Средняя общеобразовательная школа  им.З.Розахуновой,715325,+996(777)656854 ,39
1302,Средняя общеобразовательная школа  им.А.Темура,715325 ул.Мундизова 80,0,39
1303,Средняя общеобразовательная школа им.М.Улугбека,715322 ул. Кочубаева 35,+996(772)696857 ,39
1304,Средняя общеобразовательная школа им.Т.Исмаилова,715322 ул.Кызыр-Абад,+996(555)815326 ,39
1305,Средняя общеобразовательная школа им.Т.Кочубаева,715322,+996(555)193834 ,39
1306,Школа-интернат им.А.Тургунова,715322,+996(773)787067 ,39
1307,Технический лицей «Чек-Абад»,715322 ул.Кочубаева 33,+996(777)868256 ,39
1308,Неполная средняя школа им. А.Орозовой,715322,+996(777)318359 ,39
1309,Средняя общеобразовательная школа им.А.Эгенова,715321,+996(3231)42238 ,39
1310,Средняя общеобразовательная школа им.Н.Исанова,участок Жаны-Арык,"+996(773)581373, ",39
1311,Cредняя школа им.А.Эшенкулова,715321 ул.Мангыт,772310929,39
1312,Начальная школа  «Кызыл – Коргон»,715321  ул.Кызыл-Коргон,772477929,39
1313,Средняя общеобразовательная школа им. Токтогула,723103,+996(779)835076 ,39
1314,Средняя общеобразовательная школа им.Т.Бекенова,715328 ул. Жаны-Жол,+996(773)962116 ,39
1315,Средняя общеобразовательная школа «Чогом»,715328 с.Чогом,0,39
1316,Средняя общеобразовательная школа им.Т.Осмонова,715328 ул.Бирлик,0,39
1317,Средняя общеобразовательная школа «Гулбаар»,723103ул.Бирлик,"+996(772424005, ",39
1318,Неполная средняя школа им. Э.Кебекбаева,723103 с. Гулбаар,"+996(558)730068, ",39
1319,"Начальная школа  № 55 ""Сары-Могол""",715328 уч. Сары-Могол,0,39
1320,Средняя общеобразовательная школа им.М.Кодирова,715324,0,39
1321,Средняя общеобразовательная школа им.В.Ленина,715324 ул. Акботоева А ,+996(777)305448 ,39
1322,Средняя общеобразовательная школа им.А.Сыдыкова,715324,+996(773)979463 ,39
1323,Средняя общеобразовательная школа им.Ж.Абдуллаева ,715324,+996(773)197856 ,39
1324,Гимназия  № 1  « Туя-Моюн»,715324,+996(773)935700 ,39
1325,Средняя общеобразовательная школа «Достук»,715324 с. Достук,+996(773)412640 ,39
1326,Cредняя общеобразавтельная школа им.Б.Жээналиева,715324 ул.  Жеке-Мисте,"+996(773)917780, ",39
1327,Неполная средняя школа «Сырт»,715324 ул. Сары-Таш,+996(773)720820 ,39
1328,Начальная  школа «Сары-Таш»,715324 ул. Сары-Таш,+996(777)288364 ,39
1329,Неполная средняя школа им.К.Абдыкалыкова,715324 ул.Омурзаков А,+996(772)702922 ,39
1330,Начальная  школа  «Кызыл –Талаа»,715324 ул.Жаштык 14,+996(778)288106 ,39
1331,"Образовательное учреждение ""Араван Билим Ордо""","ул. М.Султанова, 32Б", +996 (0550) 876 940 ,39
1332,Средняя общеобразовательная школа им.Жусупа .Мамыра,715547 с.Канкоргон,+996(777)086119 ,40
1333,Средняя общеобразовательная школа им.Ж.Субанова,715547 с.Алайку,+996(778)022678 ,40
1334,Начальная школа  «Бору-Токой» ,715547 с.Борутокой,+996(773)459237 ,40
1335,Средняя общеобразовательная школа им.А.Абдымомунова,"715547, с.Терек",+996(770)368163 ,40
1336,Средняя общеобразовательная школа «Айдын-Кол»,"715547, с.Коо-Чаты",+996(773)633651 ,40
1337,Средняя общеобразовательная школа им.Акимжан.Жаныбаева,715547 с.Куйоо-Таш,+996(773)405547 ,40
1338,Средняя общеобразовательная школа им.Сагындыка,"715547, с.Коо-Чаты",+996(773)415077 ,40
1339,Средняя общеобразовательная школа им.С.Жусуева,"715547, с.Сай-Талаа",+996(770)423548 ,40
1340,Средняя общеобразовательная школа им.К.Мамаева,715547 с.Куйоо-Таш,+996(773)168697 ,40
1341,Средняя общеобразовательная школа «Кондук» имени Нурмамат уулу Сабыркула,715547 с.Кондук,+996(773)425911 ,40
1342,Средняя общеобразовательная школа имени Куланчы Орунбекова  ,715547 с.Ой-Тал,+996(773)454162 ,40
1343,Средняя общеобразовательная школа «Кара-Таш» ,715536 с.Кара-Таш,552079006,40
1344,Средняя общеобразовательная школа  «Терек-Суу»,715536 с.Терек-Суу,+996(772)299565 ,40
1345,Средняя общеобразовательная школа «Сары – Бээ» имени Абдрахмана Бегитаева,712232 с.Сары-Бээ,+996(772)674636 ,40
1346,Начальная школа  «Ничке-Суу»,с.Ничке-Суу,+996(777)556459 ,40
1347,Средняя общеобразовательная школа им.М.Абакирова,715536 с.Токбай-Талаа,+996(772)103689 ,40
1348,Средняя общеобразовательная школа им.А.Акматова,715536 с.Буйга,+996(770)487350 ,40
1349,Средняя общеобразовательная школа им.Б.Исаевой,715536 с.Чалма ул.Кадыралиева 14,+996(773)582708 ,40
1350,Неполная средняя школа им.Ж.Абидинова,715536 с.Буйга,+996(773)870762 ,40
1351,Средняя общеобразовательная школа им.Каримжана .Чаргынова,715535 с.Сары-Булак,+996(777)506562 ,40
1352,Средняя общеобразовательная школа им.Ибраима Орозалиева,715536 с.Сары-Булак,+996(777)650287 ,40
1353,Средняя общеобразовательная школа им.Б.Эркинбаева,715535 с.Кара-Булак,0,40
1354,Средняя общеобразовательная школа «Тогуз-Булак»,715535 с.Тогуз-Булак,+996(777)286753 ,40
1355,Начальная школа  им.Жоргош Калматаева,715535 с.Конокбай-Талаа,+996(0770)563469 ,40
1356,Средняя общеобразовательная школа им.Омоша Абдылдаева,715534 с.Ылай-Талаа,+996(772)179018 ,40
1357,Средняя общеобразовательная школа им.Мариша Баатырова,715534 с.Сай,+996(772)275774 ,40
1358,Средняя общеобразовательная школа им.Арыкбая .Осмонова,715534 с.Ылай-Талаа,+996(778)091462 ,40
1359,Неполная средняя школа им.Жакыпа Айтбаева,715534 с.Шаркыратма,552510095,40
1360,Начальная школа им.Т.Назарова,715534 с.Ылай-Талаа,+996(773)823022 ,40
1361,Начальная школа  имени Ибраимова Жаркынбая,715534 с.Жыл-Кол,+996(772)874220 ,40
1362,Средняя общеобразовательная школа «Тушунук»,715536 с.Тушунук,778567620,40
1363,Средняя общеобразовательная школа  «Кенеш»,715536 с.Алтын-Курок,772287203,40
1364,Средняя общеобразовательная школа  «Жаны-Талаа»,715548 с.Жаны-Талаа,+996(777)438153 ,40
1365,Средняя общеобразовательная школа им.Таштана.Суранбаева,715548 с.Жетим-Добо,+996(551)220570 ,40
1366,Средняя общеобразовательная школа им.А.Калматова,715548 с.Калматай ул.А.Ибраимова 5,+996(772)817447 ,40
1367,Средняя общеобразовательная школа им.Жапара.Акматалиева,715548 с.Кенеш,+996(773)175733 ,40
1368,Средняя общеобразовательная школа им.Токтора.Сыдыкова,715548 с.Пор,+996(777)796915 ,40
1369,Интернат-лицей  для одаренных детей им.Ш.Жээнбекова,715547 с.Кара-Кульджа ул.Б.Маткадырова,+996(770)307080 ,40
1370,Средняя общеобразовательная школа им.Субан уулу Алмас ,723202 с.1-Май,+996(777)854558 ,40
1371,Авторская школа им.Орозали Сайдилканова,715547 с.Кара-Кульджа,+996(3239)26362 ,40
1372,Средняя общеобразовательная школа им.Токтогула,723202 с.1-Май,+996(773)146704 ,40
1373,Средняя общеобразовательная школа им.Божок .Бегиева с гимназическими классами,715535 с.Биймырза,+996(773)259391 ,40
1374,Средняя общеобразовательная школа им.Ажибека Юсупова,723202 с.1-Май,+996(777)280100 ,40
1375,Средняя общеобразовательная школа им.К.Ормокеева,715535 с.Сары-Камыш,+996(555)198367 ,40
1376,Средняя общеобразовательная школа им.Э.Осмонова,715547 с.Кара-Кульджа,+996(773)215646 ,40
1377,Средняя общеобразовательная школа им.Баки Эшмамбетова с лицейскими классами,715547 с.Кара-Кульджа ул. Жээнбек у. Т.19,+996(3239)50652 ,40
1378,Средняя общеобразовательная школа «Ак-Кыя» имени Беделбая Амиракулова,715539 с.Ак-Кыя,+996(777)537591 ,40
1379,Средняя общеобразовательная им.Шамши .Исмаилова,715546 с.Кара-Кочкор,+996(772)751825 ,40
1380,Средняя общеобразовательная школа им.К.Жантошева,715546 с.Сары-Булак ул.Камчыбекова  ,+996(777)401349 ,40
1381,Средняя общеобразовательная школа им.Мамады Байымбетова,715545 с.Тоготой,+996(772)650509 ,40
1382,Средняя общеобразовательная школа «Жаны-Талап» имени Токторбая Кулмаматова,714555 с.Жаны-Талап ул.Байымбетова 17,+996(773)139370 ,40
1383,Средняя общеобразовательная школа им.С.Калназарова,714555 с.Октябрь ,+996(772)450703 ,40
1384,Средняя общеобразовательная школа  «Жийде»,714555 с.Жийде ул.Т.Базарова 53,+996(777)314319 ,40
1385,Средняя общеобразовательная школа  «Ынтымак»,715545 с.Ынтымак,+996(777)280896 ,40
1386,Начальная школа имени Эшейбая Алиязова,с.Кара-Булак. Сары-Булакский айылный округ,777190080,40
1387,Средняя общеобразвательная школа им.В.Ленина,715500 ул.Кушбакова 8,+996(777)519310 ,41
1388,Средняя общеобразовательная школа им.Манаса,715500 ул.Кушбакова,+996(770)182990 ,41
1389,Средняя общеобразовательная школа им.З.Бабура,715500 ул.Ленина,+996(3232)23594 ,41
1390,Средняя общеобразовательная школа им.К.Рахимова,715500 ул.Культурная 32,"+996(550)294108, +996(3232)23974 ",41
1391,Гимназия-интернат для одаренных детей им.К.Жакыпова,715500 ул.Салиева 1,+996(771)452255 ,41
1392,Неполная средняя школа им.Х.Турсунова ,715500 ул.Г.Айтиева 17,+996(551)540777 ,41
1393,Осноаная  школа  №134,715500 ул.Нурахунова 3,+996(551)069662 ,41
1394,Средняя общеобразовательная школа им.Т.Алимбекова,715513 с.Жыл-Келди,0,41
1395,Средняя общеобразовательная  им.А.Шеркулова,715513 ул.А.Касымбекова 40,+996(777)421803 ,41
